?????;??? ??????;??????;???????;????;????????? ????;?????????? ??????;????? ???????;????;???? ????? ???????;??? ????????? ????;??? ???????;????? ??????;?????? ?????;?????;?????;????? ????;?????
?????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/307798301/;????????????;1;5;2;71,4;10 500 000,00 ?;;;;41,6 ?²;12 ?²;;???????? ??????;35/20;???????????????
??????? ????  ?????????? ?????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308049194/;????????????;5;5;3;57,0;5 700 000,00 ?;;;;39,9 ?²;6 ?²;???. ???-????????;???????? ;21;
????? ?????;???????;https://elektrostal.cian.ru/sale/flat/306827185/;????????????;5;5;3;59,7;5 700 000,00 ?;;;;41 ?²;6 ?²;???. ?????????;??????????? ;6;
ID 1328518;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/306516606/;????????????;3;5;2;44,3;4 100 000,00 ?;;;;30 ?²;7 ?²;???. ?????;????? ????????;17?2;
??????? ????  ?????????? ?????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308553599/;????????????;2;4;4;96,9;9 200 000,00 ?;;;;64,9 ?²;15 ?²;???. ?????????;??????????? ;25;
???????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308071296/;????????????;10;12;3;75,3;10 250 000,00 ?;;;;50 ?²;11 ?²;???. ?????????;????????????? ;6;
ID 12764273;???????? ?????;https://elektrostal.cian.ru/sale/flat/306839726/;????????????;6;16;3;75,0;9 700 000,00 ?;;;;;;???. ????????; ????????;22;
??????? ????  ?????????? ?????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/305587063/;????????????;9;9;3;65,4;7 150 000,00 ?;;;;40 ?²;9 ?²;???. ???-????????; ?????????;19?1;
???? ????????;???????;https://elektrostal.cian.ru/sale/flat/303678014/;????????????;2;5;2;58,1;5 930 000,00 ?;;;;;;???. ???????????;???????? ??????;40/8;
??????;????? ?? ????????????;https://chekhov.cian.ru/sale/flat/301951393/;?????;19;19;2;54,0;6 850 000,00 ?;;;;34 ?²;10 ?²;;??????????? ;42;??????
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/300322940/;????????????;3;9;2;56,0;6 150 000,00 ?;;;;29 ?²;7 ?²;???. ?????????;????????? ;1;
ID 20884370;???????;https://elektrostal.cian.ru/sale/flat/307793297/;????????????;3;17;1;44,7;6 400 000,00 ?;;;;18 ?²;12 ?²;???. ???-????????; ???????;15;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/304743382/;????????????;4;5;2;54,9;5 850 000,00 ?;;;;29 ?²;9 ?²;???. ???-????????;???????? ;12?;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/294347979/;????????????;9;9;1;33,4;4 250 000,00 ?;;;;18 ?²;8 ?²;???. ???-????????; ???????;8;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/302277000/;????????????;7;9;2;57,1;6 000 000,00 ?;;;;29,9 ?²;8 ?²;???. ???-????????; ???????;10?;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/306603430/;????????????;2;3;2;40,4;3 500 000,00 ?;;;;27 ?²;6 ?²;???. ?????????; ????? ??????;49?;
ID 49154776;???????;https://elektrostal.cian.ru/sale/flat/307148709/;????????????;4;4;2;49,0;4 040 000,00 ?;;;;;;???. ???????????;?????? ?????????????;15;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308140928/;????????????;4;9;3;66,5;7 700 000,00 ?;;;;42 ?²;8 ?²;???. ????????;????????? ?????;12;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/305460689/;????????????;1;3;1;34,7;2 950 000,00 ?;;;;19 ?²;6 ?²;???. ?????;?????????? ;25?;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/304361564/;????????????;5;17;1;36,5;5 500 000,00 ?;;;;16,5 ?²;9 ?²;???. ?????????;?????????? ;26?;
ID 164561;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/304537489/;????????????;8;9;3;58,0;6 790 000,00 ?;;;;;;???. ?????; ??????;14?1;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/307314745/;????????????;12;12;4;112,4;17 500 000,00 ?;;;;63,6 ?²;10,2 ?²;???. ????????;????????? ;17?;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/306649457/;????????????;5;5;1;33,0;3 150 000,00 ?;;;;18 ?²;6 ?²;???. ?????????; ????????;15;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308618166/;????????????;5;5;1;32,5;3 250 000,00 ?;;;;19 ?²;6 ?²;???. ???????????; ????????;35?;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308354285/;????????????;1;2;2;48,6;3 950 000,00 ?;;;;28 ?²;7,5 ?²;???. ???????????; ?????????????;59;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/303341663/;????????????;4;9;3;65,0;6 500 000,00 ?;;;;45 ?²;8 ?²;???. ?????????;????????? ;4?;
ID 421840;??????????;https://elektrostal.cian.ru/sale/flat/308389653/;????????????;14;14;1;36,7;4 250 000,00 ?;;;;20 ?²;10 ?²;???. ?????????;?????????? ;47?;
ID 54330247;???????;https://elektrostal.cian.ru/sale/flat/307487292/;????????????;4;5;1;33,0;4 300 000,00 ?;;;;;6 ?²;???. ?????;??????? ;80;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/292324718/;????????????;5;5;2;50,0;5 190 000,00 ?;;;;30 ?²;8,5 ?²;???. ???-????????; ???????;12;
ID 101434442;???????? ?????;https://elektrostal.cian.ru/sale/flat/306225609/;????????????;5;14;4;75,0;8 500 000,00 ?;;;;;;???. ?????????;?????????? ;43?;
????? ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308546989/;????????????;4;9;3;57,0;7 000 000,00 ?;;;;;6 ?²;???. ????????;???????????? ;08;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308569600/;????????????;3;9;2;50,0;6 400 000,00 ?;;;;30 ?²;8 ?²;???. ???-????????; ?????????;11?2;
ID 19592738;???????;https://elektrostal.cian.ru/sale/flat/308927023/;????????????;2;5;1;18,7;2 900 000,00 ?;;;;15 ?²;3,7 ?²;???. ?????????;???????? ;39;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/296253539/;????????????;2;5;3;59,2;6 760 000,00 ?;;;;45,8 ?²;5,9 ?²;???. ?????;????? ????????;11?1;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/299284833/;????????????;3;4;2;43,0;4 290 000,00 ?;;;;30 ?²;6 ?²;???. ????????;???????????? ;20?;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/305326005/;????????????;13;17;1;35,0;6 450 000,00 ?;;;;20 ?²;10 ?²;???. ?????????; ??????????;12;
ID 765460;???????;https://elektrostal.cian.ru/sale/flat/306165089/;????????????;11;17;3;72,0;12 000 000,00 ?;;;;;;???. ????????;???????? ??????;08?;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/303272695/;????????????;4;5;3;86,0;9 350 000,00 ?;;;;49 ?²;12 ?²;???. ???????????;????????? ;6/2;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/301172693/;????????????;3;4;2;46,7;4 990 000,00 ?;;;;24 ?²;7 ?²;???. ????????; ???????;12/16;
????? ?????????;???????;https://elektrostal.cian.ru/sale/flat/308229143/;????????????;2;14;2;60,0;8 500 000,00 ?;;;;;;???. ???-????????;??????? 60-????? ??????;10;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/303443728/;????????????;10;10;2;50,0;5 000 000,00 ?;;;;36,5 ?²;8,5 ?²;???. ????????;???????? ??????;2?3;
ID 120715806;???????;https://chekhov.cian.ru/sale/flat/308294345/;?????;7;9;2;51,0;7 800 000,00 ?;;;;28 ?²;7 ?²;?????; ??????;6;
???? ???????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/297267567/;????????????;2;5;1;34,3;3 800 000,00 ?;;;;19,5 ?²;6 ?²;;????????? ;24;????????????
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/305053939/;????????????;3;5;3;88,0;8 000 000,00 ?;;;;53,4 ?²;12 ?²;???. ???????????; ?????????;6;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/300430606/;????????????;9;10;2;50,0;5 050 000,00 ?;;;;30 ?²;8 ?²;???. ????????;???????? ??????;2?1;
ID 692319;???????;https://elektrostal.cian.ru/sale/flat/308060543/;????????????;1;5;1;30,0;3 100 000,00 ?;;;;;;???. ?????;??????? ;82;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/305685127/;????????????;7;9;3;51,0;6 150 000,00 ?;;;;34 ?²;6 ?²;???. ?????????;????????? ;1;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308933853/;????????????;9;9;3;58,0;7 000 000,00 ?;;;;38 ?²;6,5 ?²;???. ????????;???????????? ;06;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/295326825/;????????????;1;4;2;44,4;4 000 000,00 ?;;;;30 ?²;6 ?²;???. ?????????;??????????? ;28;
ID 56650395;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/296340062/;????????????;4;4;1;31,0;3 250 000,00 ?;;;;18 ?²;6 ?²;???. ????????;???????????? ;2?;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/299892996/;????????????;3;9;3;64,0;6 950 000,00 ?;;;;43 ?²;8 ?²;???. ???-????????;???????? ;4?;
????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308794129/;????????????;1;18;;51,8;3 634 685,00 ?;;;;;;???. ?????????; ??????????;8;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/306509524/;????????????;2;5;1;30,1;4 250 000,00 ?;;;;18 ?²;6 ?²;???. ?????; ????????;42?;
????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/306938308/;????????????;5;15;2;90,0;11 000 000,00 ?;;;;37 ?²;15 ?²;???. ????????;???????? ??????;6;
ID 182886;???????;https://elektrostal.cian.ru/sale/flat/307849556/;????????????;7;9;3;60,0;6 500 000,00 ?;;;;38,5 ?²;6 ?²;???. ????????;???????????? ;08;
????? ??????;???????;https://elektrostal.cian.ru/sale/flat/305775429/;????????????;3;4;2;48,0;5 400 000,00 ?;;;;;;???. ???????????;???????? ??????;4?;
ID 97890843;???????;https://elektrostal.cian.ru/sale/flat/307348840/;????????????;3;3;2;55,0;4 549 000,00 ?;;;;34 ?²;7 ?²;???. ???????????;????????? ;6/2;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/305899078/;????????????;13;14;2;52,4;8 300 000,00 ?;;;;30 ?²;8,7 ?²;???. ?????; ??????;24?2;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308364858/;????????????;2;5;2;45,0;4 400 000,00 ?;;;;29 ?²;6 ?²;???. ?????; ????;9;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/302008185/;????????????;5;14;1;35,0;6 400 000,00 ?;;;;15 ?²;11 ?²;???. ???-????????;??????? 60-????? ??????;10;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308252844/;????????????;3;5;2;46,0;4 200 000,00 ?;;;;28 ?²;7 ?²;???. ???????????; ????????;35?;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/301125213/;????????????;2;5;2;55,0;5 700 000,00 ?;;;;29 ?²;8 ?²;???. ????????;????????? ;17;
ID 56650395;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/300654111/;????????????;5;5;2;42,3;4 650 000,00 ?;;;;31 ?²;6 ?²;???. ????????;???????? ??????;11;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/307478461/;????????????;2;3;1;32,8;3 280 000,00 ?;;;;18,8 ?²;6,4 ?²;???. ?????????; ????? ??????;58;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308881970/;????????????;5;9;3;59,0;6 300 000,00 ?;;;;40 ?²;7 ?²;???. ?????; ??????;6?4;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/300326581/;????????????;10;10;3;63,0;6 800 000,00 ?;;;;42 ?²;8 ?²;???. ????????; ???????;35;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/306831079/;????????????;15;15;3;74,0;9 500 000,00 ?;;;;35 ?²;13 ?²;???. ?????????; ????????;8;
ID 123125963;???????;https://elektrostal.cian.ru/sale/flat/308374627/;????????????;6;20;1;24,0;2 700 000,00 ?;;;;;;???. ????????; ???????;14;
????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/299412973/;????????????;6;9;1;41,0;4 990 000,00 ?;;;;19 ?²;9 ?²;???. ?????????;????????? ;6?;
ID 122515870;???????? ?????;https://elektrostal.cian.ru/sale/flat/308202862/;????????????;3;9;1;33,9;4 600 000,00 ?;;;;17,7 ?²;8,8 ?²;???. ?????; ??????;13?2;
???? ????????;???????;https://elektrostal.cian.ru/sale/flat/307797543/;????????????;1;5;1;33,0;4 990 000,00 ?;;;;;;???. ???-????????;???????? ;16;
??????? ????  ?????????? ?????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308933470/;????????????;6;9;1;31,3;4 950 000,00 ?;;;;19 ?²;6 ?²;???. ?????; ??????;18?4;
???????? ???????;???????;https://elektrostal.cian.ru/sale/flat/306956231/;????????????;2;14;1;35,0;4 100 000,00 ?;;;;18 ?²;8 ?²;???. ???-????????;???????? ;2?;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/303856430/;????????????;1;3;1;30,0;3 150 000,00 ?;;;;18 ?²;6 ?²;???. ?????????; ????? ??????;53;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/307616781/;????????????;2;2;2;40,0;3 150 000,00 ?;;;;28 ?²;6 ?²;????????????;????????? ?????;17;
ID 164561;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/304533957/;????????????;5;5;2;55,0;5 990 000,00 ?;;;;;;???. ???-????????;???????? ;16;
??????? ???? ???????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/308558823/;????????????;1;2;2;45,0;4 850 000,00 ?;;;;34 ?²;6 ?²;???. ?????????;??????????? ;22?;
??????? ???? ?. ????????????;????? ?? ????????????;https://elektrostal.cian.ru/sale/flat/304412552/;????????????;7;9;2;52,0;6 800 000,00 ?;;;;;8,5 ?²;???. ?????????; ????????;6?;
????? ??????;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/308294575/;????????????;5;9;1;33,0;7 500 000,00 ?;;;;;6 ?²;;????????????? ;17;????????????
ID 123647528;???????? ?????;https://dolgoprudny.cian.ru/sale/flat/309005161/;????????????;2;5;1;29,0;2 500 000,00 ?;;;;16 ?²;6 ?²;;??????????? ;10;???????
??????? ????;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/306142206/;????????????;8;18;1;45,3;9 600 000,00 ?;;;;18 ?²;10,4 ?²;;??????????? ????????;76?1;????????????
ID 73960608;??????????;https://dolgoprudny.cian.ru/sale/flat/308158411/;????????????;2;2;1;35,0;6 000 000,00 ?;;;;;6 ?²;;???????? ;10;????????????
??????? ???? ???????????;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/307086834/;????????????;1;16;1;36,4;5 850 000,00 ?;;;;20 ?²;8 ?²;;??????? ;1;???????
????? ??????;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/308561269/;????????????;10;23;2;52,1;13 990 000,00 ?;;;;;11 ?²;;???????? ;54;????????????
????????;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/308775890/;????????????;13;17;2;39,5;1 935 000,00 ?;;;;;;;??????????? ;1;???????
ID 109757813;???????? ?????;https://dolgoprudny.cian.ru/sale/flat/294869132/;????????????;8;19;2;68,3;14 900 000,00 ?;;;;40 ?²;13 ?²;;??????????? ?????;20?4;???????
???? ???????;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/302999597/;????????????;3;9;3;70,9;12 100 000,00 ?;;;;43,1 ?²;10 ?²;;?????????? ;8;????????????
???? ????;???????;https://dolgoprudny.cian.ru/sale/flat/305369072/;????????????;13;27;3;69,0;16 150 000,00 ?;;;;;;;????? ???????;11;????????????
?????;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/308239183/;????????????;5;23;1;29,9;7 200 000,00 ?;;;;18,9 ?²;6 ?²;;???????? ;46.0;???????
???;????? ?? ????????????;https://dolgoprudny.cian.ru/sale/flat/307819427/;????????????;13;26;1;33,5;7 100 000,00 ?;;;;15,4 ?²;5,5 ?²;;?????? ??????????? ?????;11.0;???????
???????-?;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/308297802/;???????;1;16;1;43,9;5 200 000,00 ?;;;;18 ?²;10 ?²;;;;
??????? ?????????????;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/307088040/;???????;1;17;1;40,0;5 650 000,00 ?;;;;20 ?²;10 ?²;;;1?2;??????????
ID 18667126;???????;https://shchyolkovo.cian.ru/sale/flat/308526761/;???????;12;16;1;42,0;6 200 000,00 ?;;;;15 ?²;18 ?²;; ???????????;27;??????????
?????;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/308875950/;???????;3;5;1;34,0;4 500 000,00 ?;;;;16,3 ?²;8,7 ?²;; ???????;20?;??????????
?????? ???????????? ???????????;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/308737588/;???????;12;16;1;34,2;4 750 000,00 ?;;;;18 ?²;8,5 ?²;???????;?????????? ?????;64?3;
????? ??????;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/308957613/;???????;4;9;3;60,2;7 200 000,00 ?;;;;;7,1 ?²;;?????????? ;2;??????????
????;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/307218502/;???????;10;17;3;70,0;7 750 000,00 ?;;;;34,3 ?²;14 ?²;;;1;????????????
?????? ???;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/301298412/;???????;3;5;3;53,9;6 449 999,00 ?;;;;42,9 ?²;6 ?²;; ????????????;3;??????????
BOYKOV Company;????? ?? ????????????;https://shchyolkovo.cian.ru/sale/flat/309085682/;???????;1;18;1;32,6;8 500 000,00 ?;;;;;8 ?²;???. ????????;??????? ;4?;
ID 516314;???????;https://podolsk.cian.ru/sale/flat/308933103/;????????;4;10;1;43,0;6 600 000,00 ?;;;;17,3 ?²;12 ?²;; ???????????????;49?2;????????
??????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/304879769/;????????;3;5;1;31,0;4 570 000,00 ?;;;;19 ?²;6 ?²;; ??????;59;????????
ID 12272620;???????;https://podolsk.cian.ru/sale/flat/308851596/;????????;5;5;1;31,0;4 750 000,00 ?;;;;;6 ?²;;??????? ;3?;????????
???????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/308214460/;????????;1;5;1;38,9;4 800 000,00 ?;;;;11 ?²;17 ?²;; ????????;8;????????
ID 689331;???????;https://podolsk.cian.ru/sale/flat/307845698/;????????;9;9;1;31,0;5 150 000,00 ?;;;;;;???. ????????;??????????? ;22;
??????? ????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/291649529/;????????;4;5;1;34,6;6 000 000,00 ?;;;;22 ?²;6 ?²;;????????????? ??????;7;????????
?????-????????????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/309055061/;????????;3;5;2;40,0;5 450 000,00 ?;;;;25,7 ?²;6 ?²;; ?????????;16;????????
???? ??????;???????;https://podolsk.cian.ru/sale/flat/305693249/;????????;8;14;2;54,9;9 000 000,00 ?;;;;30 ?²;12 ?²;;????????? ;12;??????????
??????? ??????;???????;https://podolsk.cian.ru/sale/flat/287762019/;????????;6;10;2;49,0;7 650 000,00 ?;;;;30 ?²;8 ?²;; ??????? ????????;4;????????
???????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/295336195/;????????;3;17;2;57,8;12 399 000,00 ?;;;;35 ?²;12 ?²;; ????????;3;????????
ID 77864008;??????????;https://podolsk.cian.ru/sale/flat/308110561/;????????;5;5;2;43,0;6 150 000,00 ?;;;;;;???. ?????????;????????????????? ???????;7;
???????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/306751380/;????????;3;3;2;46,7;6 000 000,00 ?;;;;28,4 ?²;6 ?²;; ??????????;26;????????
????????? ????? ????????????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/286415189/;????????;1;10;3;61,5;7 990 000,00 ?;;;;36,7 ?²;8,3 ?²;; ??????????;7?4;????????
???????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/291508101/;????????;9;9;3;55,6;8 800 000,00 ?;;;;41 ?²;7 ?²;; ?????????;54;????????
????? ?????????;???????;https://podolsk.cian.ru/sale/flat/308532733/;????????;1;8;;10,0;3 600 000,00 ?;;;;10 ?²;;; ?????? ????????;5?;????????
???????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/301712796/;????????;1;1;1;10,5;3 150 000,00 ?;;;;2,5 ?²;3 ?²;; ?????? ????????;5?;????????
???????;????? ?? ????????????;https://podolsk.cian.ru/sale/flat/302465724/;????????;1;1;1;10,5;2 575 000,00 ?;;;;3,5 ?²;2 ?²;; ?????? ????????;5?;????????
????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/309081442/;??????;13;17;1;30,0;7 999 000,00 ?;;;;20 ?²;5 ?²;;????????? ????????;63;??????????
???????? ?????????? ??????????;???????;https://reutov.cian.ru/sale/flat/307949366/;??????;8;25;1;30,0;7 450 000,00 ?;;;;;;; ???????;52;??????????
?????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/308796494/;??????;4;14;2;46,1;9 700 000,00 ?;;;;23 ?²;9,5 ?²;;????????? ????????;44;??????????
??????? ????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/294856312/;??????;12;25;2;66,2;14 000 000,00 ?;;;;37 ?²;9,4 ?²;; ???????;52;??????????
WHITE BROKER;????? ?? ????????????;https://reutov.cian.ru/sale/flat/308952183/;??????;2;8;3;53,4;9 900 000,00 ?;;;;36 ?²;7 ?²;;?????? ;6;??????
?????????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/306932825/;??????;13;14;3;73,4;13 800 000,00 ?;;;;42,5 ?²;11,4 ?²;;????????? ????????;3;??????????
??? ??????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/308562797/;??????;10;14;3;80,0;14 200 000,00 ?;;;;48 ?²;14 ?²;; ??????;22?1;??????
CENTURY 21 ???????????;????? ?? ????????????;https://reutov.cian.ru/sale/flat/307530999/;??????;11;25;1;35,4;7 600 000,00 ?;;;;21 ?²;8 ?²;; ???????;44;??????????
ID 17602637;??????????;https://domodedovo.cian.ru/sale/flat/308198423/;??????????;2;2;1;27,7;3 650 000,00 ?;;;;18,7 ?²;5,1 ?²;; ????????;9;????????
????? ????????????? ??????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/307944634/;??????????;1;1;1;48,3;2 430 000,00 ?;;;;;;????? ?????? ???; ??????????;2;
????? ????????????? ??????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/308173234/;??????????;1;1;1;32,3;3 750 300,00 ?;;;;;;???. ???????????; ??????????;11;
ID 103252419;???????? ?????;https://domodedovo.cian.ru/sale/flat/288577607/;??????????;10;19;1;24,0;3 790 000,00 ?;;;;18 ?²;;; ????????;16;????????
ID 119884322;???????? ?????;https://domodedovo.cian.ru/sale/flat/307636595/;??????????;2;5;1;31,3;5 200 000,00 ?;;;;19,4 ?²;6 ?²;;?????? 3-? ??????????;;????????
???? ???????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/307393413/;??????????;9;17;1;43,5;7 500 000,00 ?;;;;16,2 ?²;10,4 ?²;; ??????;29;????????
???????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/307998115/;??????????;2;5;1;28,9;4 300 000,00 ?;;;;17,3 ?²;5,3 ?²;???. ???????????; ??????????;11;
????? ?????????;???????;https://domodedovo.cian.ru/sale/flat/307873541/;??????????;1;2;2;32,0;3 400 000,00 ?;;;;25 ?²;5 ?²;; ?????????????;8?;????????
?????? ?????????;???????;https://domodedovo.cian.ru/sale/flat/307983270/;??????????;14;17;2;64,0;9 500 000,00 ?;;;;;;??????????? ???; ??????;17?1;
RealLife;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/304398787/;??????????;6;17;2;55,0;8 900 000,00 ?;;;;32 ?²;10 ?²;; ?????????????????;15;????????
????? ??????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/300158658/;??????????;11;17;3;76,6;10 800 000,00 ?;;;;;9,4 ?²;; ????????;7?3;????????
RealLife;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/299186866/;??????????;5;5;3;62,0;7 150 000,00 ?;;;;37,1 ?²;6,1 ?²;; ??????????;8;????????
???????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/306764024/;??????????;4;5;3;62,2;4 790 000,00 ?;;;;40 ?²;6,5 ?²;???. ????????; ???????????;3;
???? ???????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/306233845/;??????????;4;5;3;65,0;6 800 000,00 ?;;;;43 ?²;5 ?²;;?????????? ??????;6;????????
??????? ???? - ??????????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/307138117/;??????????;1;5;3;61,4;7 300 000,00 ?;;;;36 ?²;5 ?²;; 1-? ????????????????;36;????????
??????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/309000658/;??????????;5;17;3;76,6;10 870 000,00 ?;;;;48,1 ?²;10 ?²;; ????????;7?3;????????
???? ???????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/307094720/;??????????;5;10;4;80,0;12 590 000,00 ?;;;;45 ?²;12 ?²;; 25 ??? ???????;14;?????????????
RealLife;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/293240623/;??????????;4;10;4;131,0;22 400 000,00 ?;;;;78 ?²;11,5 ?²;; 25 ??? ???????;9;????????
?????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/307502598/;??????????;4;10;4;138,9;17 900 000,00 ?;;;;77,5 ?²;21,4 ?²;; 25 ??? ???????;1;????????
???????????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/308627004/;??????????;3;19;3;75,9;14 700 000,00 ?;;;;47,5 ?²;12 ?²;; ?????????;50;????????
31 ???????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/297870272/;??????????;3;9;3;98,4;15 399 999,00 ?;;;;46 ?²;22 ?²;;????????? ?????;83;????????
31 ???????;????? ?? ????????????;https://domodedovo.cian.ru/sale/flat/290009543/;??????????;8;17;3;97,0;14 500 000,00 ?;;;;55,7 ?²;12 ?²;; ????????;6;????????
????? ???????;???????;https://domodedovo.cian.ru/sale/flat/308155415/;??????????;10;10;3;62,4;9 800 000,00 ?;;;;;8,4 ?²;; 25 ??? ???????;4;????????
